id,featureid,cshapes_cntry_name,author_country_name,author_year,author_count,cumulative_count,marker_name,marker_lat,marker_lng
87210,9,Chile,Chile,1984,0,7,Santiago,-33.45,-70.66666
87202,203,China,China,1984,2,13,Beijing,39.92889,116.3883
87260,27,Colombia,Colombia,1984,1,8,Bogota,4.6,-74.08334
87188,190,Czechoslovakia,Czechoslovakia,1984,0,2,Prague,50.09,14.35
87245,100,Denmark,Denmark,1984,0,1,Copenhagen,55.66667,12.58333
87211,10,Ecuador,Ecuador,1984,0,1,Quito,-0.2166667,-78.5
87233,226,Egypt,Egypt,1984,0,7,Cairo,30.05,31.25
87182,195,Ethiopia,Ethiopia,1984,0,3,Addis Ababa,9.033333,38.7
87226,113,Finland,Finland,1984,1,4,Helsinki,60.17556,24.93417
87177,188,Germany Federal Republic,Germany,1984,2,13,Berlin,52.51667,13.4
87243,94,Greece,Greece,1984,1,11,Athens,37.98333,23.73333
87201,203,China,Hong Kong,1984,0,11,Hong Kong,22.3361568,114.1869659
87234,227,India,India,1984,1,18,New Delhi,28.6,77.2
87178,212,Indonesia,Indonesia,1984,1,23,Jakarta,-6.174444,106.8294
87231,129,Iran,Iran,1984,0,3,Tehran,35.67194,51.42445
87193,85,Italy,Italy,1984,0,1,Rome,41.9,12.48333
87195,143,Japan,Japan,1984,1,21,Tokyo,35.685,139.7514
87257,42,Liberia,Liberia,1984,0,2,Monrovia,6.310555,-10.80472
87237,16,Mexico,Mexico,1984,1,11,Mexico City,19.43417,-99.13861
87238,79,Nigeria,Nigeria,1984,1,24,Abuja,9.083333,7.533333
87256,182,Papua New Guinea,Papua New Guinea,1984,0,2,Port Moresby,-9.464723,147.1925
87225,102,Poland,Poland,1984,1,29,Warsaw,52.25,21
87223,44,Portugal,Portugal,1984,0,1,Lisbon,38.71667,-9.133333
87175,196,South Africa,South Africa,1984,2,9,Pretoria,-25.70694,28.22944
87198,147,South Korea,South Korea,1984,1,9,Seoul,37.56639,126.9997
87236,45,Spain,Spain,1984,1,4,Madrid,40.4,-3.683333
87180,159,Tanzania,Tanzania,1984,0,1,Dodoma,-6.173,35.7419
87183,151,Thailand,Thailand,1984,0,1,Bangkok,13.75,100.5167
87219,2,Trinidad and Tobago,Trinidad,1984,1,3,Port-of-Spain,10.65,-61.51667
87244,97,Turkey,Turkey,1984,0,5,Ankara,39.92722,32.86444
87185,238,United States,United States,1984,0,6,Washington,38.895,-77.03667
87220,3,Venezuela,Venezuela,1984,0,3,Caracas,10.5,-66.91666
87246,152,Vietnam,Vietnam,1984,0,1,Hanoi,21.03333,105.85
87189,191,Yugoslavia,Yugoslavia,1984,1,12,Belgrade,44.82,20.35
87326,105,Belgium,Belgium,1984,1,4,Brussels,50.83333,4.333333
87318,90,Bulgaria,Bulgaria,1984,1,7,Sofia,42.68333,23.31667
87331,148,Cambodia,Cambodia,1984,0,1,Phnom Penh,11.55,104.9167
87293,41,Ghana,Ghana,1984,0,4,Accra,5.55,-0.2166667
87277,15,Guatemala,Guatemala,1984,0,1,Guatemala City,14.62111,-90.52695
87284,31,Honduras,Honduras,1984,0,1,Tegucigalpa,14.1,-87.21667
87324,101,Hungary,Hungary,1984,0,18,Budapest,47.5,19.08333
87263,37,Ireland,Ireland,1984,1,8,Dublin,53.33306,-6.248889
87320,222,Israel,Israel,1984,3,15,Jerusalem,31.77917,35.22361
87281,24,Jamaica,Jamaica,1984,1,2,Kingston,18,-76.8
87342,157,Kenya,Kenya,1984,0,2,Nairobi,-1.283333,36.81667
87338,209,Malaysia,Malaysia,1984,0,3,Kuala Lumpur,3.166667,101.7
87315,78,Niger,Nigeria,1984,1,24,Abuja,9.083333,7.533333
87285,64,Norway,Norway,1984,0,1,Oslo,59.91667,10.75
87319,222,Israel,Palestinian Territories,1984,0,4,Ramallah,31.9,35.2
87291,33,Panama,Panama,1984,0,2,Panama City,8.966667,-79.53333
87330,146,Philippines,Philippines,1984,1,15,Manila,14.60417,120.9822
87327,117,Romania,Romania,1984,0,19,Bukarest,44.43333,26.1
87339,210,Singapore,Singapore,1984,0,4,Singapore City,1.293056,103.8558
87302,122,Sri Lanka,Sri Lanka,1984,0,2,Colombo,6.931944,79.84778
87286,66,Sweden,Sweden,1984,1,4,Stockholm,59.33333,18.05
87317,202,Taiwan,Taiwan,1984,2,24,Taipei,25.03917,121.525
87323,59,Uganda,Uganda,1984,1,4,Kampala,0.3155556,32.56556
87268,38,United Kingdom,United Kingdom,1984,0,5,London,51.5,-0.1166667
87274,13,Uruguay,Uruguay,1984,0,2,Montevideo,-34.85806,-56.17083
87376,6,Argentina,Argentina,1985,1,24,Buenos Aires,-34.5875,-58.6725
87353,7,Bolivia,Bolivia,1985,1,1,La Paz,-16.5,-68.15
87378,8,Brazil,Brazil,1985,1,17,Brasilia,-15.8,-47.9
87379,9,Chile,Chile,1985,0,7,Santiago,-33.45,-70.66666
87371,203,China,China,1985,2,15,Beijing,39.92889,116.3883
87357,190,Czechoslovakia,Czechoslovakia,1985,0,2,Prague,50.09,14.35
87380,10,Ecuador,Ecuador,1985,0,1,Quito,-0.2166667,-78.5
87351,195,Ethiopia,Ethiopia,1985,0,3,Addis Ababa,9.033333,38.7
87346,188,Germany Federal Republic,Germany,1985,1,14,Berlin,52.51667,13.4
87370,203,China,Hong Kong,1985,0,11,Hong Kong,22.3361568,114.1869659
87361,36,Iceland,Iceland,1985,0,3,Reykjavik,64.15,-21.95
87347,212,Indonesia,Indonesia,1985,0,23,Jakarta,-6.174444,106.8294
87362,85,Italy,Italy,1985,0,1,Rome,41.9,12.48333
87364,143,Japan,Japan,1985,1,22,Tokyo,35.685,139.7514
87373,174,New Zealand,New Zealand,1985,1,1,Wellington,-41.3,174.7833
87344,196,South Africa,South Africa,1985,1,10,Pretoria,-25.70694,28.22944
87367,147,South Korea,South Korea,1985,1,10,Seoul,37.56639,126.9997
87349,159,Tanzania,Tanzania,1985,0,1,Dodoma,-6.173,35.7419
87352,151,Thailand,Thailand,1985,0,1,Bangkok,13.75,100.5167
87354,238,United States,United States,1985,0,6,Washington,38.895,-77.03667
87421,17,Barbados,Barbados,1985,0,1,Bridgetown,13.1,-59.61666
87495,105,Belgium,Belgium,1985,0,4,Brussels,50.83333,4.333333
87500,148,Cambodia,Cambodia,1985,0,1,Phnom Penh,11.55,104.9167
87429,27,Colombia,Colombia,1985,1,9,Bogota,4.6,-74.08334
87451,28,Costa Rica,Costa Rica,1985,1,3,San Jose,9.933333,-84.08334
87414,100,Denmark,Denmark,1985,0,1,Copenhagen,55.66667,12.58333
87402,226,Egypt,Egypt,1985,0,7,Cairo,30.05,31.25
87395,113,Finland,Finland,1985,1,5,Helsinki,60.17556,24.93417
87399,106,France,France,1985,1,9,Paris,48.86666,2.333333
87462,41,Ghana,Ghana,1985,1,5,Accra,5.55,-0.2166667
87412,94,Greece,Greece,1985,0,11,Athens,37.98333,23.73333
87446,15,Guatemala,Guatemala,1985,0,1,Guatemala City,14.62111,-90.52695
87453,31,Honduras,Honduras,1985,0,1,Tegucigalpa,14.1,-87.21667
87493,101,Hungary,Hungary,1985,0,18,Budapest,47.5,19.08333
87403,227,India,India,1985,1,19,New Delhi,28.6,77.2
87400,129,Iran,Iran,1985,0,3,Tehran,35.67194,51.42445
87432,37,Ireland,Ireland,1985,1,9,Dublin,53.33306,-6.248889
87450,24,Jamaica,Jamaica,1985,2,4,Kingston,18,-76.8
87504,164,Malawi,Malawi,1985,0,2,Lilongwe,-13.98333,33.78333
87507,209,Malaysia,Malaysia,1985,0,3,Kuala Lumpur,3.166667,101.7
87406,16,Mexico,Mexico,1985,1,12,Mexico City,19.43417,-99.13861
87407,79,Nigeria,Nigeria,1985,1,26,Abuja,9.083333,7.533333
87484,78,Niger,Nigeria,1985,1,26,Abuja,9.083333,7.533333
87454,64,Norway,Norway,1985,0,1,Oslo,59.91667,10.75
87488,222,Israel,Palestinian Territories,1985,1,5,Ramallah,31.9,35.2
87460,33,Panama,Panama,1985,0,2,Panama City,8.966667,-79.53333
87425,182,Papua New Guinea,Papua New Guinea,1985,0,2,Port Moresby,-9.464723,147.1925
87499,146,Philippines,Philippines,1985,1,16,Manila,14.60417,120.9822
87394,102,Poland,Poland,1985,1,30,Warsaw,52.25,21
87392,44,Portugal,Portugal,1985,0,1,Lisbon,38.71667,-9.133333
87508,210,Singapore,Singapore,1985,2,6,Singapore City,1.293056,103.8558
87405,45,Spain,Spain,1985,1,5,Madrid,40.4,-3.683333
87471,122,Sri Lanka,Sri Lanka,1985,0,2,Colombo,6.931944,79.84778
87455,66,Sweden,Sweden,1985,1,5,Stockholm,59.33333,18.05
87486,202,Taiwan,Taiwan,1985,2,26,Taipei,25.03917,121.525
87388,2,Trinidad and Tobago,Trinidad,1985,0,3,Port-of-Spain,10.65,-61.51667
87413,97,Turkey,Turkey,1985,1,6,Ankara,39.92722,32.86444
87492,59,Uganda,Uganda,1985,1,5,Kampala,0.3155556,32.56556
87437,38,United Kingdom,United Kingdom,1985,0,5,London,51.5,-0.1166667
87443,13,Uruguay,Uruguay,1985,0,2,Montevideo,-34.85806,-56.17083
87389,3,Venezuela,Venezuela,1985,0,3,Caracas,10.5,-66.91666
87415,152,Vietnam,Vietnam,1985,0,1,Hanoi,21.03333,105.85
87511,157,Kenya,Kenya,1985,0,2,Nairobi,-1.283333,36.81667
87586,134,Afghanistan,Afghanistan,1986,0,1,Kabul,34.51667,69.18333
87606,38,United Kingdom,United Kingdom,1986,0,5,London,51.5,-0.1166667
87523,238,United States,United States,1986,0,6,Washington,38.895,-77.03667
87612,13,Uruguay,Uruguay,1986,0,2,Montevideo,-34.85806,-56.17083
87558,3,Venezuela,Venezuela,1986,0,3,Caracas,10.5,-66.91666
87584,152,Vietnam,Vietnam,1986,0,1,Hanoi,21.03333,105.85
87527,191,Yugoslavia,Yugoslavia,1986,1,14,Belgrade,44.82,20.35
87755,134,Afghanistan,Afghanistan,1987,0,1,Kabul,34.51667,69.18333
87714,6,Argentina,Argentina,1987,2,26,Buenos Aires,-34.5875,-58.6725
87691,7,Bolivia,Bolivia,1987,0,1,La Paz,-16.5,-68.15
87716,8,Brazil,Brazil,1987,1,19,Brasilia,-15.8,-47.9
87717,9,Chile,Chile,1987,0,7,Santiago,-33.45,-70.66666
87709,203,China,China,1987,2,20,Beijing,39.92889,116.3883
87695,190,Czechoslovakia,Czechoslovakia,1987,1,4,Prague,50.09,14.35
87752,100,Denmark,Denmark,1987,0,1,Copenhagen,55.66667,12.58333
87718,10,Ecuador,Ecuador,1987,0,1,Quito,-0.2166667,-78.5
87740,226,Egypt,Egypt,1987,0,7,Cairo,30.05,31.25
87689,195,Ethiopia,Ethiopia,1987,0,3,Addis Ababa,9.033333,38.7
87733,113,Finland,Finland,1987,1,7,Helsinki,60.17556,24.93417
87737,106,France,France,1987,1,10,Paris,48.86666,2.333333
87684,188,Germany Federal Republic,Germany,1987,0,14,Berlin,52.51667,13.4
87750,94,Greece,Greece,1987,0,11,Athens,37.98333,23.73333
87708,203,China,Hong Kong,1987,1,12,Hong Kong,22.3361568,114.1869659
87699,36,Iceland,Iceland,1987,0,4,Reykjavik,64.15,-21.95
87741,227,India,India,1987,1,22,New Delhi,28.6,77.2
87685,212,Indonesia,Indonesia,1987,1,24,Jakarta,-6.174444,106.8294
87738,129,Iran,Iran,1987,0,3,Tehran,35.67194,51.42445
87700,85,Italy,Italy,1987,0,1,Rome,41.9,12.48333
87702,143,Japan,Japan,1987,1,23,Tokyo,35.685,139.7514
87744,16,Mexico,Mexico,1987,1,14,Mexico City,19.43417,-99.13861
87865,191,Yugoslavia,Yugoslavia,1988,1,15,Belgrade,44.82,20.35
87757,139,Bangladesh,Bangladesh,1987,0,1,Dhaka,23.72305,90.40861
87759,17,Barbados,Barbados,1987,0,1,Bridgetown,13.1,-59.61666
87833,105,Belgium,Belgium,1987,0,4,Brussels,50.83333,4.333333
87860,7,Bolivia,Bolivia,1988,0,1,La Paz,-16.5,-68.15
87864,190,Czechoslovakia,Czechoslovakia,1988,1,5,Prague,50.09,14.35
87858,195,Ethiopia,Ethiopia,1988,0,3,Addis Ababa,9.033333,38.7
87853,188,Germany Federal Republic,Germany,1988,0,14,Berlin,52.51667,13.4
87877,203,China,Hong Kong,1988,0,12,Hong Kong,22.3361568,114.1869659
87868,36,Iceland,Iceland,1988,1,5,Reykjavik,64.15,-21.95
87854,212,Indonesia,Indonesia,1988,1,25,Jakarta,-6.174444,106.8294
87869,85,Italy,Italy,1988,0,1,Rome,41.9,12.48333
87871,143,Japan,Japan,1988,0,23,Tokyo,35.685,139.7514
87851,196,South Africa,South Africa,1988,0,11,Pretoria,-25.70694,28.22944
87874,147,South Korea,South Korea,1988,1,13,Seoul,37.56639,126.9997
87852,58,Sudan,Sudan,1988,1,1,Khartoum,15.58806,32.53417
87856,159,Tanzania,Tanzania,1988,0,1,Dodoma,-6.173,35.7419
87859,151,Thailand,Thailand,1988,1,2,Bangkok,13.75,100.5167
87861,238,United States,United States,1988,0,6,Washington,38.895,-77.03667
87886,9,Chile,Chile,1988,0,7,Santiago,-33.45,-70.66666
87878,203,China,China,1988,2,22,Beijing,39.92889,116.3883
87936,27,Colombia,Colombia,1988,1,11,Bogota,4.6,-74.08334
87958,28,Costa Rica,Costa Rica,1988,0,4,San Jose,9.933333,-84.08334
87921,100,Denmark,Denmark,1988,0,1,Copenhagen,55.66667,12.58333
87887,10,Ecuador,Ecuador,1988,0,1,Quito,-0.2166667,-78.5
87909,226,Egypt,Egypt,1988,0,7,Cairo,30.05,31.25
87902,113,Finland,Finland,1988,1,8,Helsinki,60.17556,24.93417
87969,41,Ghana,Ghana,1988,0,5,Accra,5.55,-0.2166667
87919,94,Greece,Greece,1988,0,11,Athens,37.98333,23.73333
87953,15,Guatemala,Guatemala,1988,1,3,Guatemala City,14.62111,-90.52695
88000,101,Hungary,Hungary,1988,2,20,Budapest,47.5,19.08333
87910,227,India,India,1988,1,23,New Delhi,28.6,77.2
87907,129,Iran,Iran,1988,0,3,Tehran,35.67194,51.42445
87939,37,Ireland,Ireland,1988,0,9,Dublin,53.33306,-6.248889
87996,222,Israel,Israel,1988,1,20,Jerusalem,31.77917,35.22361
87982,52,Sierra Leone,Sierra Leone,1988,1,1,Freetown,8.49,-13.23417
87912,45,Spain,Spain,1988,1,7,Madrid,40.4,-3.683333
87978,122,Sri Lanka,Sri Lanka,1988,0,2,Colombo,6.931944,79.84778
87962,66,Sweden,Sweden,1988,1,6,Stockholm,59.33333,18.05
87993,202,Taiwan,Taiwan,1988,2,32,Taipei,25.03917,121.525
87895,2,Trinidad and Tobago,Trinidad,1988,0,4,Port-of-Spain,10.65,-61.51667
87920,97,Turkey,Turkey,1988,0,6,Ankara,39.92722,32.86444
87999,59,Uganda,Uganda,1988,0,7,Kampala,0.3155556,32.56556
87944,38,United Kingdom,United Kingdom,1988,0,5,London,51.5,-0.1166667
87950,13,Uruguay,Uruguay,1988,0,2,Montevideo,-34.85806,-56.17083
87896,3,Venezuela,Venezuela,1988,0,3,Caracas,10.5,-66.91666
87922,152,Vietnam,Vietnam,1988,0,1,Hanoi,21.03333,105.85
87893,160,Zambia,Zambia,1988,0,1,Lusaka,-15.41667,28.28333
87926,139,Bangladesh,Bangladesh,1988,0,1,Dhaka,23.72305,90.40861
87928,17,Barbados,Barbados,1988,0,1,Bridgetown,13.1,-59.61666
87885,8,Brazil,Brazil,1988,1,20,Brasilia,-15.8,-47.9
87994,90,Bulgaria,Bulgaria,1988,1,9,Sofia,42.68333,23.31667
88007,148,Cambodia,Cambodia,1988,0,1,Phnom Penh,11.55,104.9167
88018,157,Kenya,Kenya,1988,0,2,Nairobi,-1.283333,36.81667
88015,210,Singapore,Singapore,1988,1,9,Singapore City,1.293056,103.8558
88093,134,Afghanistan,Afghanistan,1989,0,1,Kabul,34.51667,69.18333
88052,6,Argentina,Argentina,1989,0,27,Buenos Aires,-34.5875,-58.6725
88095,139,Bangladesh,Bangladesh,1989,0,1,Dhaka,23.72305,90.40861
88097,17,Barbados,Barbados,1989,0,1,Bridgetown,13.1,-59.61666
88029,7,Bolivia,Bolivia,1989,0,1,La Paz,-16.5,-68.15
88054,8,Brazil,Brazil,1989,0,20,Brasilia,-15.8,-47.9
88063,186,Canada,Canada,1989,1,1,Ottawa,45.42083,-75.68999
88055,9,Chile,Chile,1989,0,7,Santiago,-33.45,-70.66666
88047,203,China,China,1989,0,22,Beijing,39.92889,116.3883
88105,27,Colombia,Colombia,1989,0,11,Bogota,4.6,-74.08334
88033,190,Czechoslovakia,Czechoslovakia,1989,0,5,Prague,50.09,14.35
88090,100,Denmark,Denmark,1989,0,1,Copenhagen,55.66667,12.58333
88056,10,Ecuador,Ecuador,1989,0,1,Quito,-0.2166667,-78.5
88078,226,Egypt,Egypt,1989,0,7,Cairo,30.05,31.25
88027,195,Ethiopia,Ethiopia,1989,0,3,Addis Ababa,9.033333,38.7
88071,113,Finland,Finland,1989,1,9,Helsinki,60.17556,24.93417
88075,106,France,France,1989,0,11,Paris,48.86666,2.333333
88022,188,Germany Federal Republic,Germany,1989,0,14,Berlin,52.51667,13.4
88088,94,Greece,Greece,1989,0,11,Athens,37.98333,23.73333
88122,15,Guatemala,Guatemala,1989,0,3,Guatemala City,14.62111,-90.52695
88046,203,China,Hong Kong,1989,0,12,Hong Kong,22.3361568,114.1869659
88037,36,Iceland,Iceland,1989,0,5,Reykjavik,64.15,-21.95
88079,227,India,India,1989,2,25,New Delhi,28.6,77.2
88023,212,Indonesia,Indonesia,1989,0,25,Jakarta,-6.174444,106.8294
88076,129,Iran,Iran,1989,1,4,Tehran,35.67194,51.42445
88108,37,Ireland,Ireland,1989,0,9,Dublin,53.33306,-6.248889
88038,85,Italy,Italy,1989,0,1,Rome,41.9,12.48333
88040,143,Japan,Japan,1989,1,24,Tokyo,35.685,139.7514
88102,42,Liberia,Liberia,1989,0,2,Monrovia,6.310555,-10.80472
88123,108,Luxembourg,Luxembourg,1989,1,3,Luxembourg,49.61167,6.13
88082,16,Mexico,Mexico,1989,0,14,Mexico City,19.43417,-99.13861
88049,174,New Zealand,New Zealand,1989,0,1,Wellington,-41.3,174.7833
88083,79,Nigeria,Nigeria,1989,0,32,Abuja,9.083333,7.533333
88094,137,Pakistan,Pakistan,1989,0,1,Islamabad,33.7,73.16666
88121,11,Paraguay,Paraguay,1989,0,1,Asuncion,-25.26667,-57.66667
88070,102,Poland,Poland,1989,1,35,Warsaw,52.25,21
88068,44,Portugal,Portugal,1989,0,1,Lisbon,38.71667,-9.133333
88043,147,South Korea,South Korea,1989,1,14,Seoul,37.56639,126.9997
88081,45,Spain,Spain,1989,0,7,Madrid,40.4,-3.683333
88021,58,Sudan,Sudan,1989,0,1,Khartoum,15.58806,32.53417
88025,159,Tanzania,Tanzania,1989,0,1,Dodoma,-6.173,35.7419
88028,151,Thailand,Thailand,1989,0,2,Bangkok,13.75,100.5167
88064,2,Trinidad and Tobago,Trinidad,1989,0,4,Port-of-Spain,10.65,-61.51667
88089,97,Turkey,Turkey,1989,0,6,Ankara,39.92722,32.86444
88113,38,United Kingdom,United Kingdom,1989,0,5,London,51.5,-0.1166667
88030,238,United States,United States,1989,0,6,Washington,38.895,-77.03667
88119,13,Uruguay,Uruguay,1989,0,2,Montevideo,-34.85806,-56.17083
88065,3,Venezuela,Venezuela,1989,0,3,Caracas,10.5,-66.91666
88091,152,Vietnam,Vietnam,1989,0,1,Hanoi,21.03333,105.85
88034,191,Yugoslavia,Yugoslavia,1989,0,15,Belgrade,44.82,20.35
88062,160,Zambia,Zambia,1989,0,1,Lusaka,-15.41667,28.28333
88171,105,Belgium,Belgium,1989,0,4,Brussels,50.83333,4.333333
88163,90,Bulgaria,Bulgaria,1989,0,9,Sofia,42.68333,23.31667
88176,148,Cambodia,Cambodia,1989,0,1,Phnom Penh,11.55,104.9167
88138,41,Ghana,Ghana,1989,0,5,Accra,5.55,-0.2166667
88129,31,Honduras,Honduras,1989,0,1,Tegucigalpa,14.1,-87.21667
88169,101,Hungary,Hungary,1989,1,21,Budapest,47.5,19.08333
88165,222,Israel,Israel,1989,1,21,Jerusalem,31.77917,35.22361
88187,157,Kenya,Kenya,1989,1,3,Nairobi,-1.283333,36.81667
88183,209,Malaysia,Malaysia,1989,0,4,Kuala Lumpur,3.166667,101.7
88160,78,Niger,Nigeria,1989,0,32,Abuja,9.083333,7.533333
88164,222,Israel,Palestinian Territories,1989,0,5,Ramallah,31.9,35.2
88136,33,Panama,Panama,1989,0,2,Panama City,8.966667,-79.53333
88175,146,Philippines,Philippines,1989,1,22,Manila,14.60417,120.9822
88172,117,Romania,Romania,1989,2,23,Bukarest,44.43333,26.1
88151,52,Sierra Leone,Sierra Leone,1989,0,1,Freetown,8.49,-13.23417
88184,210,Singapore,Singapore,1989,0,9,Singapore City,1.293056,103.8558
88147,122,Sri Lanka,Sri Lanka,1989,0,2,Colombo,6.931944,79.84778
88131,66,Sweden,Sweden,1989,0,6,Stockholm,59.33333,18.05
88162,202,Taiwan,Taiwan,1989,0,32,Taipei,25.03917,121.525
88217,6,Argentina,Argentina,1990,1,28,Buenos Aires,-34.5875,-58.6725
88195,7,Bolivia,Bolivia,1990,0,1,La Paz,-16.5,-68.15
88219,8,Brazil,Brazil,1990,1,21,Brasilia,-15.8,-47.9
88229,186,Canada,Canada,1990,0,1,Ottawa,45.42083,-75.68999
88220,9,Chile,Chile,1990,0,7,Santiago,-33.45,-70.66666
88212,203,China,China,1990,1,23,Beijing,39.92889,116.3883
88198,190,Czechoslovakia,Czechoslovakia,1990,1,6,Prague,50.09,14.35
88221,10,Ecuador,Ecuador,1990,0,1,Quito,-0.2166667,-78.5
88245,226,Egypt,Egypt,1990,1,8,Cairo,30.05,31.25
88193,195,Ethiopia,Ethiopia,1990,0,3,Addis Ababa,9.033333,38.7
88238,113,Finland,Finland,1990,1,10,Helsinki,60.17556,24.93417
88242,106,France,France,1990,0,11,Paris,48.86666,2.333333
88230,187,Germany,Germany,1990,0,14,Berlin,52.51667,13.4
88202,36,Iceland,Iceland,1990,0,5,Reykjavik,64.15,-21.95
88246,227,India,India,1990,1,26,New Delhi,28.6,77.2
88190,212,Indonesia,Indonesia,1990,1,26,Jakarta,-6.174444,106.8294
88243,129,Iran,Iran,1990,1,5,Tehran,35.67194,51.42445
88203,85,Italy,Italy,1990,0,1,Rome,41.9,12.48333
88205,143,Japan,Japan,1990,0,24,Tokyo,35.685,139.7514
88249,16,Mexico,Mexico,1990,1,15,Mexico City,19.43417,-99.13861
88214,174,New Zealand,New Zealand,1990,0,1,Wellington,-41.3,174.7833
88237,102,Poland,Poland,1990,2,37,Warsaw,52.25,21
88228,166,South Africa,South Africa,1990,2,13,Pretoria,-25.70694,28.22944
88208,147,South Korea,South Korea,1990,1,15,Seoul,37.56639,126.9997
88248,45,Spain,Spain,1990,1,8,Madrid,40.4,-3.683333
88189,58,Sudan,Sudan,1990,0,1,Khartoum,15.58806,32.53417
88191,159,Tanzania,Tanzania,1990,0,1,Dodoma,-6.173,35.7419
88194,151,Thailand,Thailand,1990,0,2,Bangkok,13.75,100.5167
88231,2,Trinidad and Tobago,Trinidad,1990,0,4,Port-of-Spain,10.65,-61.51667
88196,238,United States,United States,1990,0,6,Washington,38.895,-77.03667
88232,3,Venezuela,Venezuela,1990,1,4,Caracas,10.5,-66.91666
88199,191,Yugoslavia,Yugoslavia,1990,0,15,Belgrade,44.82,20.35
88227,160,Zambia,Zambia,1990,0,1,Lusaka,-15.41667,28.28333
88132,67,Algeria,Algeria,1989,0,1,Algiers,36.76305,3.050556
88300,67,Algeria,Algeria,1990,0,1,Algiers,36.76305,3.050556
88262,139,Bangladesh,Bangladesh,1990,1,2,Dhaka,23.72305,90.40861
88264,17,Barbados,Barbados,1990,0,1,Bridgetown,13.1,-59.61666
88332,90,Bulgaria,Bulgaria,1990,0,9,Sofia,42.68333,23.31667
88345,148,Cambodia,Cambodia,1990,0,1,Phnom Penh,11.55,104.9167
88272,27,Colombia,Colombia,1990,0,11,Bogota,4.6,-74.08334
88295,28,Costa Rica,Costa Rica,1990,0,4,San Jose,9.933333,-84.08334
88257,100,Denmark,Denmark,1990,0,1,Copenhagen,55.66667,12.58333
88306,41,Ghana,Ghana,1990,1,6,Accra,5.55,-0.2166667
88255,94,Greece,Greece,1990,0,11,Athens,37.98333,23.73333
88290,15,Guatemala,Guatemala,1990,0,3,Guatemala City,14.62111,-90.52695
88338,101,Hungary,Hungary,1990,1,22,Budapest,47.5,19.08333
88322,60,Iraq,Iraq,1990,2,2,Baghdad,33.33861,44.39389
88275,37,Ireland,Ireland,1990,0,9,Dublin,53.33306,-6.248889
88334,222,Israel,Israel,1990,2,23,Jerusalem,31.77917,35.22361
88294,24,Jamaica,Jamaica,1990,0,6,Kingston,18,-76.8
88269,42,Liberia,Liberia,1990,0,2,Monrovia,6.310555,-10.80472
88291,108,Luxembourg,Luxembourg,1990,1,4,Luxembourg,49.61167,6.13
88349,164,Malawi,Malawi,1990,0,2,Lilongwe,-13.98333,33.78333
88352,209,Malaysia,Malaysia,1990,0,4,Kuala Lumpur,3.166667,101.7
88328,78,Niger,Nigeria,1990,1,34,Abuja,9.083333,7.533333
88250,79,Nigeria,Nigeria,1990,1,34,Abuja,9.083333,7.533333
88298,64,Norway,Norway,1990,0,1,Oslo,59.91667,10.75
88333,222,Israel,Palestinian Territories,1990,0,5,Ramallah,31.9,35.2
88304,33,Panama,Panama,1990,0,2,Panama City,8.966667,-79.53333
88268,182,Papua New Guinea,Papua New Guinea,1990,0,2,Port Moresby,-9.464723,147.1925
88288,11,Paraguay,Paraguay,1990,0,1,Asuncion,-25.26667,-57.66667
88344,146,Philippines,Philippines,1990,3,25,Manila,14.60417,120.9822
88341,117,Romania,Romania,1990,2,25,Bukarest,44.43333,26.1
88317,51,Senegal,Senegal,1990,1,1,Dakar,14.70889,-17.45528
88319,52,Sierra Leone,Sierra Leone,1990,0,1,Freetown,8.49,-13.23417
88353,210,Singapore,Singapore,1990,3,12,Singapore City,1.293056,103.8558
88315,122,Sri Lanka,Sri Lanka,1990,1,3,Colombo,6.931944,79.84778
88299,66,Sweden,Sweden,1990,0,6,Stockholm,59.33333,18.05
88331,202,Taiwan,Taiwan,1990,0,32,Taipei,25.03917,121.525
88256,97,Turkey,Turkey,1990,0,6,Ankara,39.92722,32.86444
88280,38,United Kingdom,United Kingdom,1990,0,5,London,51.5,-0.1166667
88286,13,Uruguay,Uruguay,1990,0,2,Montevideo,-34.85806,-56.17083
88258,152,Vietnam,Vietnam,1990,0,1,Hanoi,21.03333,105.85
88347,161,Zimbabwe,Zimbabwe,1990,1,1,Harare,-17.81778,31.04472
88364,7,Bolivia,Bolivia,1991,0,1,La Paz,-16.5,-68.15
88367,190,Czechoslovakia,Czechoslovakia,1991,1,7,Prague,50.09,14.35
88362,195,Ethiopia,Ethiopia,1991,0,3,Addis Ababa,9.033333,38.7
88371,36,Iceland,Iceland,1991,0,5,Reykjavik,64.15,-21.95
88359,212,Indonesia,Indonesia,1991,1,27,Jakarta,-6.174444,106.8294
88372,85,Italy,Italy,1991,0,1,Rome,41.9,12.48333
88358,58,Sudan,Sudan,1991,0,1,Khartoum,15.58806,32.53417
88360,159,Tanzania,Tanzania,1991,0,1,Dodoma,-6.173,35.7419
88363,151,Thailand,Thailand,1991,0,2,Bangkok,13.75,100.5167
88365,238,United States,United States,1991,1,7,Washington,38.895,-77.03667
88368,191,Yugoslavia,Yugoslavia,1991,0,15,Belgrade,44.82,20.35
88361,247,Yugoslavia,Yugoslavia,1991,0,15,Belgrade,44.82,20.35
88388,6,Argentina,Argentina,1991,0,28,Buenos Aires,-34.5875,-58.6725
