id,featureid,cshapes_cntry_name,author_country_name,year,author_count,cumulative_count
43774,143,Japan,Japan,1979,1,14
43866,157,Kenya,Kenya,1979,0,1
43746,42,Liberia,Liberia,1979,1,2
43794,209,Malaysia,Malaysia,1979,0,2
43814,79,Nigeria,Nigeria,1979,0,12
43855,222,Israel,Palestinian Territories,1979,0,2
43853,33,Panama,Panama,1979,0,2
43825,12,Peru,Perú,1979,0,5
43758,102,Poland,Poland,1979,1,25
43836,44,Portugal,Portugal,1979,0,1
43796,210,Singapore,Singapore,1979,1,3
43745,196,South Africa,South Africa,1979,1,4
43775,147,South Korea,South Korea,1979,1,5
43773,45,Spain,Spain,1979,1,1
43848,66,Sweden,Sweden,1979,0,2
43798,202,Taiwan,Taiwan,1979,1,16
43812,159,Tanzania,Tanzania,1979,0,1
43760,109,Netherlands,The Netherlands,1979,1,3
43826,97,Turkey,Turkey,1979,1,3
43818,59,Uganda,Uganda,1979,0,3
43743,38,United Kingdom,United Kingdom,1979,0,4
43811,238,United States,United States,1979,1,4
43832,3,Venezuela,Venezuela,1979,0,2
43872,78,Niger,Nigeria,1979,0,12
43880,117,Romania,Romania,1979,0,15
43878,151,Thailand,Thailand,1979,0,1
43879,152,Vietnam,Vietnam,1979,0,1
43934,134,Afghanistan,Afghanistan,1980,0,1
43925,6,Argentina,Argentina,1980,1,19
43936,139,Bangladesh,Bangladesh,1980,0,1
43983,8,Brazil,Brazil,1980,1,14
43984,9,Chile,Chile,1980,0,7
43965,203,China,China,1980,2,4
43898,27,Colombia,Colombia,1980,0,6
43921,100,Denmark,Denmark,1980,0,1
43985,10,Ecuador,Ecuador,1980,0,1
43971,226,Egypt,Egypt,1980,1,4
43957,195,Ethiopia,Ethiopia,1980,0,3
43926,113,Finland,Finland,1980,1,1
43923,106,France,France,1980,1,7
43920,94,Greece,Greece,1980,0,7
43964,203,China,Hong Kong,1980,1,10
43986,101,Hungary,Hungary,1980,1,14
43901,36,Iceland,Iceland,1980,0,1
43972,227,India,India,1980,1,12
43970,212,Indonesia,Indonesia,1980,2,18
43932,129,Iran,Iran,1980,0,3
43902,37,Ireland,Ireland,1980,1,5
43918,85,Italy,Italy,1980,0,1
43938,143,Japan,Japan,1980,2,16
43910,42,Liberia,Liberia,1980,0,2
43958,209,Malaysia,Malaysia,1980,0,2
43895,16,Mexico,Mexico,1980,1,7
43978,79,Nigeria,Nigeria,1980,2,16
43987,182,Papua New Guinea,Papua New Guinea,1980,0,2
43989,12,Peru,Perú,1980,0,5
43922,102,Poland,Poland,1980,0,25
43960,210,Singapore,Singapore,1980,0,3
43909,196,South Africa,South Africa,1980,0,4
43939,147,South Korea,South Korea,1980,2,7
43937,45,Spain,Spain,1980,0,1
43916,122,Sri Lanka,Sri Lanka,1980,0,2
43962,202,Taiwan,Taiwan,1980,1,17
43924,109,Netherlands,The Netherlands,1980,1,4
43995,2,Trinidad and Tobago,Trinidad,1980,2,2
43990,97,Turkey,Turkey,1980,1,4
43982,59,Uganda,Uganda,1980,0,3
43975,238,United States,United States,1980,0,4
43996,3,Venezuela,Venezuela,1980,1,3
43967,191,Yugoslavia,Yugoslavia,1980,0,9
44016,105,Belgium,Belgium,1980,1,2
44038,90,Bulgaria,Bulgaria,1980,1,4
44049,148,Cambodia,Cambodia,1980,0,1
44007,28,Costa Rica,Costa Rica,1980,0,2
44021,41,Ghana,Ghana,1980,0,2
44010,31,Honduras,Honduras,1980,0,1
44020,222,Israel,Israel,1980,2,9
44030,157,Kenya,Kenya,1980,0,1
44036,78,Niger,Nigeria,1980,2,16
44017,33,Panama,Panama,1980,0,2
44048,146,Philippines,Philippines,1980,0,11
44000,44,Portugal,Portugal,1980,0,1
44044,117,Romania,Romania,1980,1,16
44012,66,Sweden,Sweden,1980,1,3
44042,151,Thailand,Thailand,1980,0,1
43999,13,Uruguay,Uruguay,1980,1,1
44043,152,Vietnam,Vietnam,1980,0,1
44098,134,Afghanistan,Afghanistan,1981,0,1
44089,6,Argentina,Argentina,1981,1,20
44060,17,Barbados,Barbados,1981,0,1
44062,27,Colombia,Colombia,1981,0,6
44085,100,Denmark,Denmark,1981,0,1
44121,195,Ethiopia,Ethiopia,1981,0,3
44090,113,Finland,Finland,1981,0,1
44087,106,France,France,1981,0,7
44118,188,Germany Federal Republic,Germany,1981,1,8
44084,94,Greece,Greece,1981,2,9
44065,36,Iceland,Iceland,1981,0,1
44096,129,Iran,Iran,1981,0,3
44066,37,Ireland,Ireland,1981,1,6
44082,85,Italy,Italy,1981,0,1
44074,42,Liberia,Liberia,1981,0,2
44123,209,Malaysia,Malaysia,1981,1,3
44059,16,Mexico,Mexico,1981,1,8
44086,102,Poland,Poland,1981,2,27
44125,210,Singapore,Singapore,1981,0,3
44073,196,South Africa,South Africa,1981,1,5
44103,147,South Korea,South Korea,1981,0,7
44101,45,Spain,Spain,1981,1,2
44080,122,Sri Lanka,Sri Lanka,1981,0,2
44088,109,Netherlands,The Netherlands,1981,1,5
48871,83,Bosnia and Herzegovina,Bosnia-Herzegovina,2006,0,2
44182,105,Belgium,Belgium,1981,0,2
44148,8,Brazil,Brazil,1981,0,14
44205,90,Bulgaria,Bulgaria,1981,0,4
44216,148,Cambodia,Cambodia,1981,0,1
44149,9,Chile,Chile,1981,0,7
44130,203,China,China,1981,2,6
44150,10,Ecuador,Ecuador,1981,0,1
44136,226,Egypt,Egypt,1981,1,5
44188,41,Ghana,Ghana,1981,0,2
44176,31,Honduras,Honduras,1981,0,1
44151,101,Hungary,Hungary,1981,1,15
44137,227,India,India,1981,2,14
44135,212,Indonesia,Indonesia,1981,1,19
44187,222,Israel,Israel,1981,1,10
44197,157,Kenya,Kenya,1981,0,1
44203,78,Niger,Nigeria,1981,1,18
44143,79,Nigeria,Nigeria,1981,1,18
44177,64,Norway,Norway,1981,1,1
44186,222,Israel,Palestinian Territories,1981,1,3
44183,33,Panama,Panama,1981,0,2
44154,12,Peru,Perú,1981,1,6
44215,146,Philippines,Philippines,1981,1,12
44166,44,Portugal,Portugal,1981,0,1
44211,117,Romania,Romania,1981,0,16
44178,66,Sweden,Sweden,1981,0,3
44127,202,Taiwan,Taiwan,1981,2,19
44141,159,Tanzania,Tanzania,1981,0,1
44209,151,Thailand,Thailand,1981,0,1
44160,2,Trinidad and Tobago,Trinidad,1981,0,2
44155,97,Turkey,Turkey,1981,0,4
44147,59,Uganda,Uganda,1981,0,3
44164,13,Uruguay,Uruguay,1981,1,2
44161,3,Venezuela,Venezuela,1981,0,3
44210,152,Vietnam,Vietnam,1981,0,1
44132,191,Yugoslavia,Yugoslavia,1981,0,9
44256,6,Argentina,Argentina,1982,1,21
44227,17,Barbados,Barbados,1982,0,1
44252,100,Denmark,Denmark,1982,0,1
44254,106,France,France,1982,0,7
44251,94,Greece,Greece,1982,1,10
44233,37,Ireland,Ireland,1982,0,6
44249,85,Italy,Italy,1982,0,1
44241,42,Liberia,Liberia,1982,0,2
44226,16,Mexico,Mexico,1982,1,9
44253,102,Poland,Poland,1982,1,28
44240,196,South Africa,South Africa,1982,1,6
44247,122,Sri Lanka,Sri Lanka,1982,0,2
44255,109,Netherlands,The Netherlands,1982,1,6
48800,8,Brazil,Brazil,2006,0,26
44267,139,Bangladesh,Bangladesh,1982,0,1
44349,105,Belgium,Belgium,1982,1,3
44372,90,Bulgaria,Bulgaria,1982,1,5
44383,148,Cambodia,Cambodia,1982,0,1
44316,9,Chile,Chile,1982,0,7
44297,203,China,China,1982,2,8
44340,28,Costa Rica,Costa Rica,1982,0,2
44317,10,Ecuador,Ecuador,1982,0,1
44303,226,Egypt,Egypt,1982,1,6
44288,195,Ethiopia,Ethiopia,1982,0,3
44257,113,Finland,Finland,1982,1,2
44355,41,Ghana,Ghana,1982,1,3
44334,15,Guatemala,Guatemala,1982,1,1
44343,31,Honduras,Honduras,1982,0,1
44296,203,China,Hong Kong,1982,0,10
44318,101,Hungary,Hungary,1982,2,17
44302,212,Indonesia,Indonesia,1982,1,20
44263,129,Iran,Iran,1982,0,3
44354,222,Israel,Israel,1982,1,11
44269,143,Japan,Japan,1982,1,17
44364,157,Kenya,Kenya,1982,1,2
44290,209,Malaysia,Malaysia,1982,0,3
44370,78,Niger,Nigeria,1982,1,20
44310,79,Nigeria,Nigeria,1982,1,20
44344,64,Norway,Norway,1982,0,1
44353,222,Israel,Palestinian Territories,1982,1,4
44350,33,Panama,Panama,1982,0,2
44319,182,Papua New Guinea,Papua New Guinea,1982,0,2
44321,12,Peru,Perú,1982,0,6
44382,146,Philippines,Philippines,1982,1,13
44333,44,Portugal,Portugal,1982,0,1
44378,117,Romania,Romania,1982,1,17
44292,210,Singapore,Singapore,1982,0,3
44270,147,South Korea,South Korea,1982,0,7
44268,45,Spain,Spain,1982,0,2
44345,66,Sweden,Sweden,1982,0,3
44294,202,Taiwan,Taiwan,1982,1,20
44308,159,Tanzania,Tanzania,1982,0,1
44376,151,Thailand,Thailand,1982,0,1
44327,2,Trinidad and Tobago,Trinidad,1982,0,2
44322,97,Turkey,Turkey,1982,0,4
44307,238,United States,United States,1982,0,5
44331,13,Uruguay,Uruguay,1982,0,2
44328,3,Venezuela,Venezuela,1982,0,3
44377,152,Vietnam,Vietnam,1982,0,1
44299,191,Yugoslavia,Yugoslavia,1982,1,10
48872,90,Bulgaria,Bulgaria,2006,0,11
44424,6,Argentina,Argentina,1983,1,22
44435,139,Bangladesh,Bangladesh,1983,0,1
44394,17,Barbados,Barbados,1983,0,1
44483,8,Brazil,Brazil,1983,1,16
44465,203,China,China,1983,3,11
44396,27,Colombia,Colombia,1983,0,7
44508,28,Costa Rica,Costa Rica,1983,0,2
44420,100,Denmark,Denmark,1983,0,1
44485,10,Ecuador,Ecuador,1983,0,1
44471,226,Egypt,Egypt,1983,1,7
44456,195,Ethiopia,Ethiopia,1983,0,3
44425,113,Finland,Finland,1983,1,3
44422,106,France,France,1983,0,7
44419,94,Greece,Greece,1983,0,10
44502,15,Guatemala,Guatemala,1983,0,1
44511,31,Honduras,Honduras,1983,0,1
44464,203,China,Hong Kong,1983,1,11
44486,101,Hungary,Hungary,1983,1,18
44400,36,Iceland,Iceland,1983,1,2
44472,227,India,India,1983,1,16
44470,212,Indonesia,Indonesia,1983,1,21
44431,129,Iran,Iran,1983,0,3
44401,37,Ireland,Ireland,1983,1,7
44417,85,Italy,Italy,1983,0,1
44506,24,Jamaica,Jamaica,1983,1,1
44409,42,Liberia,Liberia,1983,0,2
44458,209,Malaysia,Malaysia,1983,0,3
44393,16,Mexico,Mexico,1983,1,10
44478,79,Nigeria,Nigeria,1983,1,22
44512,64,Norway,Norway,1983,0,1
44487,182,Papua New Guinea,Papua New Guinea,1983,0,2
44489,12,Peru,Perú,1983,0,6
44421,102,Poland,Poland,1983,0,28
44460,210,Singapore,Singapore,1983,0,3
44408,196,South Africa,South Africa,1983,1,7
44438,147,South Korea,South Korea,1983,1,8
44436,45,Spain,Spain,1983,1,3
44415,122,Sri Lanka,Sri Lanka,1983,0,2
44513,66,Sweden,Sweden,1983,0,3
44476,159,Tanzania,Tanzania,1983,0,1
44423,109,Netherlands,The Netherlands,1983,0,6
44495,2,Trinidad and Tobago,Trinidad,1983,0,2
44490,97,Turkey,Turkey,1983,1,5
44482,59,Uganda,Uganda,1983,0,3
44475,238,United States,United States,1983,0,5
44499,13,Uruguay,Uruguay,1983,0,2
44496,3,Venezuela,Venezuela,1983,0,3
44467,191,Yugoslavia,Yugoslavia,1983,1,11
48757,150,Myanmar,Burma,2006,0,10
44517,105,Belgium,Belgium,1983,0,3
44540,90,Bulgaria,Bulgaria,1983,1,6
44551,148,Cambodia,Cambodia,1983,0,1
44523,41,Ghana,Ghana,1983,1,4
44522,222,Israel,Israel,1983,1,12
44532,157,Kenya,Kenya,1983,0,2
44555,164,Malawi,Malawi,1983,0,1
44521,222,Israel,Palestinian Territories,1983,0,4
44518,33,Panama,Panama,1983,0,2
44550,146,Philippines,Philippines,1983,1,14
44546,117,Romania,Romania,1983,2,19
44544,151,Thailand,Thailand,1983,0,1
44545,152,Vietnam,Vietnam,1983,0,1
44601,134,Afghanistan,Afghanistan,1984,0,1
44592,6,Argentina,Argentina,1984,1,23
44603,139,Bangladesh,Bangladesh,1984,0,1
44562,17,Barbados,Barbados,1984,0,1
44633,203,China,China,1984,2,13
44564,27,Colombia,Colombia,1984,1,8
44588,100,Denmark,Denmark,1984,0,1
44640,226,Egypt,Egypt,1984,0,7
44624,195,Ethiopia,Ethiopia,1984,0,3
44593,113,Finland,Finland,1984,1,4
44590,106,France,France,1984,1,8
44621,188,Germany Federal Republic,Germany,1984,2,13
44587,94,Greece,Greece,1984,1,11
44632,203,China,Hong Kong,1984,0,11
44641,227,India,India,1984,1,17
44638,212,Indonesia,Indonesia,1984,1,22
44599,129,Iran,Iran,1984,0,3
44569,37,Ireland,Ireland,1984,1,8
44585,85,Italy,Italy,1984,0,1
44605,143,Japan,Japan,1984,1,18
44626,209,Malaysia,Malaysia,1984,0,3
44561,16,Mexico,Mexico,1984,1,11
44589,102,Poland,Poland,1984,1,29
44628,210,Singapore,Singapore,1984,0,3
44576,196,South Africa,South Africa,1984,2,9
44606,147,South Korea,South Korea,1984,1,9
44604,45,Spain,Spain,1984,1,4
44630,202,Taiwan,Taiwan,1984,2,24
44645,159,Tanzania,Tanzania,1984,0,1
44591,109,Netherlands,The Netherlands,1984,0,6
44574,38,United Kingdom,United Kingdom,1984,0,5
44644,238,United States,United States,1984,0,5
48889,148,Cambodia,Cambodia,2006,0,2
44686,105,Belgium,Belgium,1984,1,4
44652,8,Brazil,Brazil,1984,0,16
44709,90,Bulgaria,Bulgaria,1984,1,7
44653,9,Chile,Chile,1984,0,7
44677,28,Costa Rica,Costa Rica,1984,0,2
44654,10,Ecuador,Ecuador,1984,0,1
44692,41,Ghana,Ghana,1984,0,4
44671,15,Guatemala,Guatemala,1984,0,1
44680,31,Honduras,Honduras,1984,0,1
44655,101,Hungary,Hungary,1984,0,18
44691,222,Israel,Israel,1984,3,15
44675,24,Jamaica,Jamaica,1984,1,2
44701,157,Kenya,Kenya,1984,0,2
44724,164,Malawi,Malawi,1984,1,2
44647,79,Nigeria,Nigeria,1984,1,24
44707,78,Niger,Nigeria,1984,1,24
44681,64,Norway,Norway,1984,0,1
44687,33,Panama,Panama,1984,0,2
44658,12,Peru,Perú,1984,0,6
44719,146,Philippines,Philippines,1984,1,15
44670,44,Portugal,Portugal,1984,0,1
44715,117,Romania,Romania,1984,0,19
44682,66,Sweden,Sweden,1984,1,4
44713,151,Thailand,Thailand,1984,0,1
44664,2,Trinidad and Tobago,Trinidad,1984,1,3
44659,97,Turkey,Turkey,1984,0,5
44668,13,Uruguay,Uruguay,1984,0,2
44665,3,Venezuela,Venezuela,1984,0,3
44714,152,Vietnam,Vietnam,1984,0,1
44770,134,Afghanistan,Afghanistan,1985,0,1
44761,6,Argentina,Argentina,1985,1,24
44731,17,Barbados,Barbados,1985,0,1
44729,7,Bolivia,Bolivia,1985,1,1
44733,27,Colombia,Colombia,1985,1,9
44757,100,Denmark,Denmark,1985,0,1
44762,113,Finland,Finland,1985,1,5
44756,94,Greece,Greece,1985,0,11
44737,36,Iceland,Iceland,1985,0,3
44768,129,Iran,Iran,1985,0,3
44738,37,Ireland,Ireland,1985,1,9
44754,85,Italy,Italy,1985,0,1
44774,143,Japan,Japan,1985,1,19
44730,16,Mexico,Mexico,1985,1,12
44758,102,Poland,Poland,1985,1,30
44745,196,South Africa,South Africa,1985,1,10
44775,147,South Korea,South Korea,1985,1,10
44773,45,Spain,Spain,1985,1,5
44752,122,Sri Lanka,Sri Lanka,1985,0,2
44760,109,Netherlands,The Netherlands,1985,0,6
44743,38,United Kingdom,United Kingdom,1985,0,5
48801,9,Chile,Chile,2006,0,17
48783,203,China,China,2006,2,42
44855,105,Belgium,Belgium,1985,0,4
44821,8,Brazil,Brazil,1985,1,17
44878,90,Bulgaria,Bulgaria,1985,0,7
44889,148,Cambodia,Cambodia,1985,0,1
44822,9,Chile,Chile,1985,0,7
44802,203,China,China,1985,2,15
44846,28,Costa Rica,Costa Rica,1985,1,3
44823,10,Ecuador,Ecuador,1985,0,1
44809,226,Egypt,Egypt,1985,0,7
44790,188,Germany Federal Republic,Germany,1985,1,14
44861,41,Ghana,Ghana,1985,1,5
44840,15,Guatemala,Guatemala,1985,0,1
44849,31,Honduras,Honduras,1985,0,1
44801,203,China,Hong Kong,1985,0,11
44824,101,Hungary,Hungary,1985,0,18
44810,227,India,India,1985,1,18
44807,212,Indonesia,Indonesia,1985,0,22
44844,24,Jamaica,Jamaica,1985,2,4
44870,157,Kenya,Kenya,1985,0,2
44893,164,Malawi,Malawi,1985,0,2
44795,209,Malaysia,Malaysia,1985,0,3
44816,79,Nigeria,Nigeria,1985,1,26
44876,78,Niger,Nigeria,1985,1,26
44850,64,Norway,Norway,1985,0,1
44859,222,Israel,Palestinian Territories,1985,1,5
44856,33,Panama,Panama,1985,0,2
44827,12,Peru,Perú,1985,0,6
44888,146,Philippines,Philippines,1985,1,16
44839,44,Portugal,Portugal,1985,0,1
44884,117,Romania,Romania,1985,2,21
44797,210,Singapore,Singapore,1985,2,5
44851,66,Sweden,Sweden,1985,1,5
44799,202,Taiwan,Taiwan,1985,2,26
44814,159,Tanzania,Tanzania,1985,0,1
44882,151,Thailand,Thailand,1985,0,1
44833,2,Trinidad and Tobago,Trinidad,1985,0,3
44828,97,Turkey,Turkey,1985,1,6
44813,238,United States,United States,1985,0,5
44837,13,Uruguay,Uruguay,1985,0,2
44834,3,Venezuela,Venezuela,1985,0,3
44883,152,Vietnam,Vietnam,1985,0,1
44804,191,Yugoslavia,Yugoslavia,1985,1,13
44900,17,Barbados,Barbados,1986,0,1
44898,7,Bolivia,Bolivia,1986,0,1
44902,27,Colombia,Colombia,1986,0,9
44899,16,Mexico,Mexico,1986,1,13
48700,27,Colombia,Colombia,2006,1,16
44930,6,Argentina,Argentina,1986,0,24
45024,105,Belgium,Belgium,1986,0,4
44990,8,Brazil,Brazil,1986,1,18
44991,9,Chile,Chile,1986,0,7
44971,203,China,China,1986,3,18
45015,28,Costa Rica,Costa Rica,1986,0,3
44926,100,Denmark,Denmark,1986,0,1
44992,10,Ecuador,Ecuador,1986,0,1
44978,226,Egypt,Egypt,1986,0,7
44962,195,Ethiopia,Ethiopia,1986,0,3
44931,113,Finland,Finland,1986,1,6
44928,106,France,France,1986,0,9
45030,41,Ghana,Ghana,1986,0,5
44925,94,Greece,Greece,1986,0,11
45009,15,Guatemala,Guatemala,1986,1,2
45018,31,Honduras,Honduras,1986,0,1
44970,203,China,Hong Kong,1986,0,11
44993,101,Hungary,Hungary,1986,0,18
44979,227,India,India,1986,2,20
44976,212,Indonesia,Indonesia,1986,0,22
44937,129,Iran,Iran,1986,0,3
44907,37,Ireland,Ireland,1986,0,9
45029,222,Israel,Israel,1986,1,18
45013,24,Jamaica,Jamaica,1986,1,5
44943,143,Japan,Japan,1986,0,19
44915,42,Liberia,Liberia,1986,0,2
44964,209,Malaysia,Malaysia,1986,1,4
44956,174,New Zealand,New Zealand,1986,0,1
44985,79,Nigeria,Nigeria,1986,1,28
45019,64,Norway,Norway,1986,0,1
45028,222,Israel,Palestinian Territories,1986,0,5
45025,33,Panama,Panama,1986,0,2
44994,182,Papua New Guinea,Papua New Guinea,1986,0,2
44996,12,Peru,Perú,1986,0,6
44927,102,Poland,Poland,1986,2,32
45008,44,Portugal,Portugal,1986,0,1
44966,210,Singapore,Singapore,1986,2,7
44914,196,South Africa,South Africa,1986,1,11
44944,147,South Korea,South Korea,1986,1,11
44942,45,Spain,Spain,1986,1,6
44921,122,Sri Lanka,Sri Lanka,1986,0,2
45020,66,Sweden,Sweden,1986,0,5
44983,159,Tanzania,Tanzania,1986,0,1
44929,109,Netherlands,The Netherlands,1986,0,6
45002,2,Trinidad and Tobago,Trinidad,1986,0,3
44997,97,Turkey,Turkey,1986,0,6
44961,192,USSR,USSR,1986,1,1
44989,59,Uganda,Uganda,1986,1,6
44982,238,United States,United States,1986,0,5
45006,13,Uruguay,Uruguay,1986,0,2
45003,3,Venezuela,Venezuela,1986,0,3
44973,191,Yugoslavia,Yugoslavia,1986,1,14
48551,139,Bangladesh,Bangladesh,2005,0,4
45047,90,Bulgaria,Bulgaria,1986,0,7
45058,148,Cambodia,Cambodia,1986,0,1
45039,157,Kenya,Kenya,1986,0,2
45062,164,Malawi,Malawi,1986,0,2
45045,78,Niger,Nigeria,1986,1,28
45057,146,Philippines,Philippines,1986,1,17
45053,117,Romania,Romania,1986,0,21
45051,151,Thailand,Thailand,1986,0,1
45052,152,Vietnam,Vietnam,1986,0,1
45108,134,Afghanistan,Afghanistan,1987,0,1
45099,6,Argentina,Argentina,1987,2,26
45069,17,Barbados,Barbados,1987,0,1
45067,7,Bolivia,Bolivia,1987,0,1
45159,8,Brazil,Brazil,1987,1,19
45160,9,Chile,Chile,1987,0,7
45140,203,China,China,1987,2,20
45071,27,Colombia,Colombia,1987,1,10
45095,100,Denmark,Denmark,1987,0,1
45161,10,Ecuador,Ecuador,1987,0,1
45147,226,Egypt,Egypt,1987,0,7
45131,195,Ethiopia,Ethiopia,1987,0,3
45100,113,Finland,Finland,1987,1,7
45097,106,France,France,1987,1,10
45094,94,Greece,Greece,1987,0,11
45139,203,China,Hong Kong,1987,1,12
45162,101,Hungary,Hungary,1987,0,18
45075,36,Iceland,Iceland,1987,0,4
45148,227,India,India,1987,1,21
45145,212,Indonesia,Indonesia,1987,1,23
45106,129,Iran,Iran,1987,0,3
45076,37,Ireland,Ireland,1987,0,9
45092,85,Italy,Italy,1987,0,1
45112,143,Japan,Japan,1987,1,20
45084,42,Liberia,Liberia,1987,0,2
45133,209,Malaysia,Malaysia,1987,0,4
45068,16,Mexico,Mexico,1987,1,14
45125,174,New Zealand,New Zealand,1987,0,1
45154,79,Nigeria,Nigeria,1987,1,30
45163,182,Papua New Guinea,Papua New Guinea,1987,0,2
45165,12,Peru,Perú,1987,0,6
45096,102,Poland,Poland,1987,1,33
45135,210,Singapore,Singapore,1987,0,7
45083,196,South Africa,South Africa,1987,0,11
45113,147,South Korea,South Korea,1987,1,12
45111,45,Spain,Spain,1987,0,6
45090,122,Sri Lanka,Sri Lanka,1987,0,2
45137,202,Taiwan,Taiwan,1987,3,30
45098,109,Netherlands,The Netherlands,1987,0,6
45130,192,USSR,USSR,1987,1,2
45158,59,Uganda,Uganda,1987,1,7
45081,38,United Kingdom,United Kingdom,1987,0,5
45151,238,United States,United States,1987,0,5
45118,160,Zambia,Zambia,1987,1,1
48831,28,Costa Rica,Costa Rica,2006,0,5
45193,105,Belgium,Belgium,1987,0,4
45227,148,Cambodia,Cambodia,1987,0,1
45184,28,Costa Rica,Costa Rica,1987,1,4
45199,41,Ghana,Ghana,1987,0,5
45178,15,Guatemala,Guatemala,1987,0,2
45187,31,Honduras,Honduras,1987,0,1
45198,222,Israel,Israel,1987,1,19
45208,157,Kenya,Kenya,1987,0,2
45196,108,Luxembourg,Luxembourg,1987,1,1
45231,164,Malawi,Malawi,1987,0,2
45214,78,Niger,Nigeria,1987,1,30
45188,64,Norway,Norway,1987,0,1
45197,222,Israel,Palestinian Territories,1987,0,5
45194,33,Panama,Panama,1987,0,2
45174,11,Paraguay,Paraguay,1987,1,1
45226,146,Philippines,Philippines,1987,3,20
45222,117,Romania,Romania,1987,0,21
45189,66,Sweden,Sweden,1987,0,5
45220,151,Thailand,Thailand,1987,0,1
45171,2,Trinidad and Tobago,Trinidad,1987,1,4
45166,97,Turkey,Turkey,1987,0,6
45175,13,Uruguay,Uruguay,1987,0,2
45172,3,Venezuela,Venezuela,1987,0,3
45221,152,Vietnam,Vietnam,1987,0,1
45277,134,Afghanistan,Afghanistan,1988,0,1
45268,6,Argentina,Argentina,1988,1,27
45238,17,Barbados,Barbados,1988,0,1
45236,7,Bolivia,Bolivia,1988,0,1
45240,27,Colombia,Colombia,1988,1,11
45264,100,Denmark,Denmark,1988,0,1
45269,113,Finland,Finland,1988,1,8
45266,106,France,France,1988,1,11
45263,94,Greece,Greece,1988,0,11
45244,36,Iceland,Iceland,1988,1,5
45275,129,Iran,Iran,1988,0,3
45245,37,Ireland,Ireland,1988,0,9
45261,85,Italy,Italy,1988,0,1
45253,42,Liberia,Liberia,1988,0,2
45237,16,Mexico,Mexico,1988,0,14
45294,174,New Zealand,New Zealand,1988,0,1
45278,137,Pakistan,Pakistan,1988,1,1
45265,102,Poland,Poland,1988,1,34
45252,196,South Africa,South Africa,1988,0,11
45282,147,South Korea,South Korea,1988,1,13
45280,45,Spain,Spain,1988,1,7
45259,122,Sri Lanka,Sri Lanka,1988,0,2
45256,58,Sudan,Sudan,1988,1,1
45267,109,Netherlands,The Netherlands,1988,0,6
45250,38,United Kingdom,United Kingdom,1988,0,5
45287,160,Zambia,Zambia,1988,0,1
48504,37,Ireland,Ireland,2005,0,14
48764,166,South Africa,South Africa,2006,1,19
49006,182,Papua New Guinea,Papua New Guinea,2007,0,3
45362,105,Belgium,Belgium,1988,0,4
45385,90,Bulgaria,Bulgaria,1988,1,9
45396,148,Cambodia,Cambodia,1988,0,1
45329,9,Chile,Chile,1988,0,7
45309,203,China,China,1988,2,22
45353,28,Costa Rica,Costa Rica,1988,0,4
45330,10,Ecuador,Ecuador,1988,0,1
45316,226,Egypt,Egypt,1988,0,7
45300,195,Ethiopia,Ethiopia,1988,0,3
45297,188,Germany Federal Republic,Germany,1988,0,14
45368,41,Ghana,Ghana,1988,0,5
45347,15,Guatemala,Guatemala,1988,1,3
45356,31,Honduras,Honduras,1988,0,1
45308,203,China,Hong Kong,1988,0,12
45331,101,Hungary,Hungary,1988,2,20
45317,227,India,India,1988,1,22
45314,212,Indonesia,Indonesia,1988,1,24
45367,222,Israel,Israel,1988,1,20
45377,157,Kenya,Kenya,1988,0,2
45365,108,Luxembourg,Luxembourg,1988,1,2
45400,164,Malawi,Malawi,1988,0,2
45302,209,Malaysia,Malaysia,1988,0,4
45383,78,Niger,Nigeria,1988,1,32
45323,79,Nigeria,Nigeria,1988,1,32
45357,64,Norway,Norway,1988,0,1
45363,33,Panama,Panama,1988,0,2
45332,182,Papua New Guinea,Papua New Guinea,1988,0,2
45343,11,Paraguay,Paraguay,1988,0,1
45334,12,Peru,Perú,1988,0,6
45395,146,Philippines,Philippines,1988,1,21
45346,44,Portugal,Portugal,1988,0,1
45391,117,Romania,Romania,1988,0,21
45379,52,Sierra Leone,Sierra Leone,1988,1,1
45304,210,Singapore,Singapore,1988,1,8
45358,66,Sweden,Sweden,1988,1,6
45306,202,Taiwan,Taiwan,1988,2,32
45321,159,Tanzania,Tanzania,1988,0,1
45389,151,Thailand,Thailand,1988,1,2
45335,97,Turkey,Turkey,1988,0,6
45299,192,USSR,USSR,1988,1,3
45327,59,Uganda,Uganda,1988,0,7
45320,238,United States,United States,1988,0,5
45344,13,Uruguay,Uruguay,1988,0,2
45341,3,Venezuela,Venezuela,1988,0,3
45390,152,Vietnam,Vietnam,1988,0,1
45311,191,Yugoslavia,Yugoslavia,1988,1,15
45407,17,Barbados,Barbados,1989,0,1
45405,7,Bolivia,Bolivia,1989,0,1
45409,27,Colombia,Colombia,1989,0,11
45413,36,Iceland,Iceland,1989,0,5
45414,37,Ireland,Ireland,1989,0,9
45422,42,Liberia,Liberia,1989,0,2
45406,16,Mexico,Mexico,1989,0,14
45421,196,South Africa,South Africa,1989,0,11
45425,58,Sudan,Sudan,1989,0,1
45419,38,United Kingdom,United Kingdom,1989,0,5
45437,6,Argentina,Argentina,1989,0,27
45531,105,Belgium,Belgium,1989,0,4
45497,8,Brazil,Brazil,1989,0,20
45554,90,Bulgaria,Bulgaria,1989,0,9
